UI_20150317_000046	{@st59}Changer pour la coiffure sélectionnée.{/}
UI_20150317_000047	{@st41}Annuler
UI_20150317_000048	{@st43}Marché Noir{/}
UI_20150317_000049	Nom du Livre
UI_20150317_000050	{@St59}Arrêter de Lire{/}
UI_20150317_000051	{@st59}Page Précédente{/}
UI_20150317_000052	{@st59}Page Suivante{/}
UI_20150317_000053	{@st47}%s apparaît !
UI_20150317_000054	{@st43}Score{/}
UI_20150317_000055	Dégât reçu
UI_20150317_000056	Bonus de technique
UI_20150317_000057	Bonus d'évasion
UI_20150317_000058	Effacer le décompte
UI_20150317_000059	Score total
UI_20150317_000060	{@st42}Temps écoulé
UI_20150317_000061	10 minutes
UI_20150317_000062	10 secondes
UI_20150317_000063	{@st44}Complet
UI_20150317_000064	{@st59}Fermer{/}
UI_20150317_000065	{@st43}Distributeur Automatique de Boost
UI_20150317_000066	Nom de Distributeur Automatique
UI_20150317_000067	{@st43}Inscription
UI_20150317_000068	{@st43}Annuler
UI_20150317_000069	Distributeur Automatique de Boost
UI_20150317_000070	{@st59}Fermer
UI_20150317_000071	{@st59}Distributeur Automatique de Boost{nl} - Vous pouvez payer en silvers pour recevoir les Boosts d'un autre joueur.
UI_20150317_000072	Menu de Transport
UI_20150317_000073	{ol}{s22}Débarquer{/}
UI_20150317_000074	Lancement en cours
UI_20150317_000075	{@st43}Réglages du Jeu{/}
UI_20150317_000076	{@st64}Utilisez les flèches directionnelles pour choisir une case !
UI_20150317_000077	{@st43}Information sur l'Evolution {/}
UI_20150317_000078	{@st43}Choisir une Classe
UI_20150317_000079	Télékinésiste
UI_20150317_000080	{@st42}Cercle %s{/}
UI_20150317_000081	Combien de cercles
UI_20150317_000082	Affiche une brève description de la classe.
UI_20150317_000083	{@st41b}Attaque {@sti7}%s{/}
UI_20150317_000084	{@st41b}Support {@sti7}%s{/}
UI_20150317_000085	{@st41b}Difficulté{@sti7}%s{/}
UI_20150317_000086	{@st59}Fermer{/}
UI_20150317_000087	Advancement Alarm
UI_20150317_000088	{@st43} Evolution
UI_20150317_000089	{@sti7}{s14} Personnage {/}
UI_20150317_000090	{@sti8}{s14} Classe {/}
UI_20150317_000091	{@st44}Chat{/}
UI_20150317_000092	À. WWWWWWWW et 1 autre
UI_20150317_000093	General: /s message {nl} Crier: /y message {nl} Groupe: /p message{nl} Murmurer: /w nom de l'utilisateur message
UI_20150317_000094	{@st41}Tous les Chat{/}
UI_20150317_000095	{@59}Quitter{/}
UI_20150317_000096	{@59}Inviter{/}
UI_20150317_000097	{@st59}Tous{/}
UI_20150317_000098	{@st59}Normal (/s message){/}
UI_20150317_000099	{@st59}Crier (/y message){/}
UI_20150317_000100	{@st59}Groupe (/p message){/}
UI_20150317_000101	{@st59}Murmurer (/w nom de l'équipe message){/}
UI_20150317_000102	{@st59}Ajuster la Fenêtre de Chat{/}
UI_20150317_000103	{@st43}{s22}Macro de Chat{/}
UI_20150317_000104	{@st43}Macro{/}
UI_20150317_000105	{@st59b}Macro {nl} {@st59s} - Comment utiliser: {nl} 1. Glisser l'icône de gestuelle sur n'importe quel emplacement de gestuelle plus bas. {nl} 2. Écrire votre phrase et sauvegarder. {nl} 3. Utiliser la touche de raccourcis pour utiliser simultanément la phrase et la gestuelle. {/}
UI_20150317_000106	{@st59}Fermer{/}
UI_20150317_000107	{@st41b}Sauvegarder{/}
UI_20150317_000108	{@st59}Sauvegarder{/}
UI_20150317_000109	{@st41b}Annuler{/}
UI_20150317_000110	{@st59}Annuler{/}
UI_20150317_000111	{@st42}Réglages du Chat
UI_20150317_000112	{@st42}Transparence
UI_20150317_000113	Afficher la bulle de chat
UI_20150317_000114	Afficher les cris au dessus
UI_20150317_000115	{@st43}Liste de 'Cheat'{/}
UI_20150317_000116	{@st42b}Objet{/}
UI_20150317_000117	{@st42b}Monstre{/}
UI_20150317_000118	{@st42b}Bouger la carte{/}
UI_20150317_000119	{@st42b}Ordre de Combat{/}
UI_20150317_000120	{@st41b}Fermer{/}
UI_20150317_000121	{s16}{b}Créer les objets en cliquant sur le bouton Création ou en double-cliquant.
UI_20150317_000122	{s16}{b}chaque
UI_20150317_000123	{s16}{b}Niveau.
UI_20150317_000124	{@st41b}Chercher{/}
UI_20150317_000125	{s16}{b}Invoquer des monstres en cliquant sur le bouton Créer ou en double-cliquant.
UI_20150317_000126	{s16}{b}chaque
UI_20150317_000127	{s16}{b}Choisir la zone désirée.
UI_20150317_000128	{s18}{b}Afficher la Minimap{/}
UI_20150317_000129	{@st41b}Liste d'Outils{/}
UI_20150317_000130	{@st59b}Collection {nl}{@st59s}- Acheter le Deck de Collection pour y ajouter des objets à collectionner. {nl} - La touche de raccourci Collection sera disponible après l'utilisation de l'objet Deck de Collection. {nl} {/}
UI_20150317_000131	{@st59}Fermer{/}
UI_20150317_000132	{@st43}Collection{/}
UI_20150317_000133	{@st43}Spray de Couleur{/}
UI_20150317_000134	{@st49}Spray de Couleur{/}
UI_20150317_000135	{@st49}Couleur{/}
UI_20150317_000136	{@st49}Restant{/}
UI_20150317_000137	{@st49}Brosse{/}
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}Dessiner{/}{/}
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}Sauvegarder{/}{/}
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}Importer{/}{/}
UI_20150317_000141	{@st49}Fermer{/}
UI_20150317_000142	{@st43} Adoption de Compagnon
UI_20150317_000143	{@st59} Entrer le nom du nouveau Compagnon adopté {/}
UI_20150317_000144	{@st41b}Nom{/}
UI_20150317_000145	{@st41b}Prix %s{/}
UI_20150317_000146	{@st59}Fermer{/}
UI_20150317_000147	{@st41b}Adopter
UI_20150317_000148	{@st59}Confirmer adoption {/}
UI_20150317_000149	{@st43}Boutique de Compagnon
UI_20150317_000150	{@st59}Fermer{/}
UI_20150317_000151	{@st43}Autres Informations du Personnage{/}{@st42}
UI_20150317_000152	{@st59}Fermer{/}
UI_20150317_000153	{@st41b}Information
UI_20150317_000154	{@st41b}Enregistrer
UI_20150317_000155	Nom d'Equipe
UI_20150317_000156	Nom du Personnage
UI_20150317_000157	Rang {#Ffff00}%s{/} %s Niveau {#ffff00}%s{/}
UI_20150317_000158	Guerrier
UI_20150317_000159	Index de l'Aventure {#ffff00}%s{/} (Rang{#ffff00}%s{/}/%s)
UI_20150317_000160	Index de l'Aventure {#ffff00}%s{/} ({#ffff00}Non Classé{/})
UI_20150317_000161	Total des Hauts Faits : {#ffff00}%s{/}
UI_20150317_000162	Paramètres
UI_20150317_000163	Effacer la barre de titre pour supprimer la barre.
UI_20150317_000164	{@st49}Tout{/}
UI_20150317_000165	{@st49}Système{/}
UI_20150317_000166	{@st49}Parler{/}
UI_20150317_000167	{@st49}Combat{/}
UI_20150317_000168	{@st49}Objet{/}
UI_20150317_000169	{@st43}Crédits{/}
UI_20150317_000170	{@st43}Paramètres de Verrouillage de la Cible {/}
UI_20150317_000171	Nom du PNJ
UI_20150317_000172	Comparer
UI_20150317_000173	Illustration
UI_20150317_000174	Sélectionner une conversation
UI_20150317_000175	Texte d'Aide
UI_20150317_000176	{@st41}Fabrication d'Objet{/}
UI_20150317_000177	{@st45tw2}Fabrication de l'objet...
UI_20150317_000178	%r secondes
UI_20150317_000179	{@st41}Annuler{/}
UI_20150317_000180	{@st45tw2}Quantité{/}
UI_20150317_000181	{@st45tw2}Voulez-vous fabriquer cet objet ?
UI_20150317_000182	{@st41}Confirmer{/}
UI_20150317_000183	Information de Quête
UI_20150317_000184	{@st59}Annuler l'Echange{/}
UI_20150317_000185	{@st43}Echange Personnel{/}
UI_20150317_000186	Ma Liste d'Echange
UI_20150317_000187	Silver : %s
UI_20150317_000188	Entrer
UI_20150317_000189	{@st41}Accepter
UI_20150317_000190	{@st41}Confirmer
UI_20150317_000191	Liste d'Echange de l'Autre Joueur(%s)
UI_20150317_000192	Nom de l'Autre Joueur
UI_20150317_000193	{s18}{ol} {gr gradation1}Evènement de Zone{/}
UI_20150317_000194	{s20}{ol}Vaincre la tribu Vubbe ! Voulez-vous rejoindre la bataille ?
UI_20150317_000195	{s20}{ol}%s Voulez-vous rejoindre la bataille ?
UI_20150317_000196	{s20}{ol}Participants : (1/5)
UI_20150317_000197	{s20}{ol}Participants : (%s/%s)
UI_20150317_000198	{s20}{ol}Le jeu va commencer dans 1 seconde.
UI_20150317_000199	{s20}{ol}Le jeu va commencer après %s secondes.
UI_20150317_000200	Ne plus afficher cela pour aujourd'hui.
UI_20150317_000201	Ne pas montrer les Evènements de Zone.
UI_20150317_000202	Rejoindre la Bataille
UI_20150317_000203	Démarrer la bataille avec d'autres joueurs.
UI_20150317_000204	Refuser l'invitation pour la bataille.
UI_20150317_000205	Spray Presets
UI_20150317_000206	{@st49}Selectionner{/}
UI_20150317_000207	{@st49}Annuler{/}
UI_20150317_000208	{@st49}Supprimer{/}
UI_20150317_000209	Entrer un nom de fichier pour sauvegarder.
UI_20150317_000210	{@st43}Amis
UI_20150317_000211	{@st59}Fermer{/}
UI_20150317_000212	{@st59b}Ami{nl}{@st59s} - Devenez ami avec d'autres joueurs dans le jeu. {nl} - Vous pouvez vérifier le statut de vos amis à partir de l'onglet : Liste d'Amis. {nl} - Dans l'onglet de gestion, vous pouvez inviter, décliner ou bloquer des amis. {/}
UI_20150317_000213	{@st41b}Voir les amis en ligne{/}
UI_20150317_000214	{@st41b}Liste
UI_20150317_000215	{@st41b}Gestion
UI_20150317_000216	{@st41b}Ajouter un Ami
UI_20150317_000217	{@st41b}Bloquer
UI_20150317_000218	{@st59}Rechercher{/}
UI_20150317_000219	{@st44}Guilde{/}
UI_20150317_000220	Guilde
UI_20150317_000221	Liste
UI_20150317_000222	News
UI_20150317_000223	Mission de Guilde
UI_20150317_000224	Membres en Ligne
UI_20150317_000225	{@st44}Créer une Guilde{/}
UI_20150317_000226	{@st42}Créer{/}
UI_20150317_000227	{@st42}Fermer{/}
UI_20150317_000228	{@st42}Tout{/}
UI_20150317_000229	{@st42}Classements d'Aujourd'hui{/}
UI_20150317_000230	{@st42}Classements hebdomadaires{/}
UI_20150317_000231	{@st56}Rang {/}
UI_20150317_000232	{@st56}Points{/}
UI_20150317_000233	{@st56}Classe{/}
UI_20150317_000234	{@st56}Nom {/}
UI_20150317_000235	Page Précédente
UI_20150317_000236	Page Suivante
UI_20150317_000237	{@st42}Rechercher l'ID{/}
UI_20150317_000238	Entrer l'ID à rechercher
UI_20150317_000239	Fermer le 'Hall of Fame'
UI_20150317_000240	Entrer l'ID à rechercher
UI_20150317_000241	{@st59} Stamina {/}
UI_20150317_000242	{@st43}Liste d'Aide{/}
UI_20150317_000243	{@st59}Fermer{/}
UI_20150317_000244	{@st59b}Liste d'Aide{nl}{@st59s} - Si vous avez besoin d'aide sur quelque chose, vous pouvez toujours lire les Sujets d'Aide. {nl} - Sélectionner un sujet pour voir plus d'information sur celui-ci. {/}
UI_20150317_000245	{@st43}{s22}Aide{/}
UI_20150317_000246	{@st47_b}{b}Sujets d'Aide{/}
UI_20150317_000247	{@st42b}Contenu d'aide simple{/}
UI_20150317_000248	{@st59}Voir les détails{/}
UI_20150317_000249	Veuillez entrez la quantité
UI_20150317_000250	{@st59}Entrer le contenu{/}
UI_20150317_000251	{@st41b}Confirmer
UI_20150317_000252	{@st59}Confirmer {/}
UI_20150317_000253	{@st41b}Fermer
UI_20150317_000254	{@st59}Annuler {/}
UI_20150317_000255	{@st43}Téléportation{/}
UI_20150317_000256	{@st59}Fermer{/}
UI_20150317_000257	{@st59b}Téléportation{nl}{@st59s} - Vous permet de voyager rapidement vers les régions que vous avez déjà visitées. {nl} - Cette fonction est activée quand deux points de téléportation ou plus sont activés. {nl} {/}
UI_20150317_000258	{@st41}Localisation Actuelle : %s{/}
UI_20150317_000259	{@st43}{s22}Téléportation{/}
UI_20150317_000260	{@st41b}Voulez-vous vous déplacer vers cette région ?{/}
UI_20150317_000261	Que pensez-vous de Siauliai ?
UI_20150317_000262	Coin Consomée : 0
UI_20150317_000263	Intro
UI_20150317_000264	{@st43}Inventaire{/}
UI_20150317_000265	{@st59}Fermer{/}
UI_20150317_000266	{@st59b}Equipement {nl} {@st59s}- Tête/Costume : Equipement qui change l'apparence du personnage. {nl} - Arme : Peut équiper des armes à une main ou à deux mains. {nl} (Arme secondaire/bouclier peut être équipé(e) avec une arme une main.) {nl} - Armure: Plastron, Jambières, Gants, Bottes. {nl} - Accessoires : Peut équiper 1 Collier et 2 Bracelets. {nl} {/}
UI_20150317_000267	{@st59}Tête Costume 1{/}
UI_20150317_000268	{@st59}Tête Costume 2{/}
UI_20150317_000269	{@st59}Collier{/}
UI_20150317_000270	{@st59}Costume{/}
UI_20150317_000271	{@st59}Plastron{/}
UI_20150317_000272	{@st59}Gants{/}
UI_20150317_000273	{@st59}Jambières{/}
UI_20150317_000274	{@st59}Bottes{/}
UI_20150317_000275	{@st59}Main Gauche{/}
UI_20150317_000276	{@st59}Main Droite{/}
UI_20150317_000277	{@st59}Bracelet 1{/}
UI_20150317_000278	{@st59}Bracelet 2{/}
UI_20150317_000279	{@st59}Brassard{/}
UI_20150317_000280	{@st59}Rechercher{/}
UI_20150317_000281	Poids
UI_20150317_000282	{@st43}Amélioration d'Equipement{/}
UI_20150317_000283	{@st59}Fermer{/}
UI_20150317_000284	{@st42}Disponible pour Buff
UI_20150317_000285	{@st42}Consommer{/}
UI_20150317_000286	{@st42}Courir
UI_20150317_000287	{@st42}Cibler l'Objet{/}
UI_20150317_000288	{@st59}Anneau 1{/}
UI_20150317_000289	{@st43}Fabrication d'Objet{/}
UI_20150317_000290	{@st42b}Voir juste Objets Possibles{/}
UI_20150317_000291	{@st59}Fermer{/}
UI_20150317_000292	{@st43}{s22}Séparer les quantités de l'Objet
UI_20150317_000293	{@st59}Entrer la quantité{/}
UI_20150317_000294	Barre de vie du Monstre
UI_20150317_000295	{@st44}Set d'Objets obtenus{/}
UI_20150317_000296	Guerrier du Clavier
UI_20150317_000297	Tués
UI_20150317_000298	99 minutes 99 secondes
UI_20150317_000299	38000 points
UI_20150317_000300	Potion de Vitesse Améliorée
UI_20150317_000301	{@st41}Confirmer{/}
UI_20150317_000302	{@st59b} Journal d'Aventure {nl}{@st59s}- La progression de votre jeu est enregistrée dans le Journal d'Aventure. {nl} - Vous pouvez progresser dans votre Index d'Aventure en réalisant des tâches comme : obtenir des objets, chasser des monstres, fabriquer des objets et explorer la carte.{nl} Index d'Aventure : L'ensemble de tous les index. {nl} Evolution : 5 points par niveau de personnage et niveau de classe {nl} Objets : Equipement : grade X 10 points, Livres : 10 points, Autres : 1 point {nl} Monstres : 10 points par monstre (50 points par Boss) {nl} Cartes : 1 point par 10% exploré {nl} Quêtes : 1 point par quête {nl} Hauts Faits : Varie selon les Hauts Faits {nl} Artisanat : 10 points {nl} Collection : 5 points par deck et 45 points quand c'est complet {nl} - Vous pouvez recevoir des récompenses spéciales des PNJ dans les villes selon l'avancement de l'Index d'Aventure. {/}
UI_20150317_000303	{@sti7}{s22}{ds}Hauts Faits{/}
UI_20150317_000304	{@st42b}{#22FF22} Top 10% / %s Points{/}
UI_20150317_000305	{@st42b} Moyenne / %s Points {/}
UI_20150317_000306	1er / %s Points
UI_20150317_000307	Rang %s
UI_20150317_000308	%s Points
UI_20150317_000309	Profession
UI_20150317_000310	Equipe
UI_20150317_000311	{@st59}Fermer{/}
UI_20150317_000312	{@st43}Classement du Journal d'Aventure{/}
UI_20150317_000313	{@st43}{s22}Rang
UI_20150317_000314	{@st43}{s22}Nom
UI_20150317_000315	{@st43}{s22}Score
UI_20150317_000316	{@st41}Details{/}
UI_20150317_000317	{@st43}Commencer la Fabrication{/}
UI_20150317_000318	{@st59}Commencer la Fabrication d'Objet.{/}
UI_20150317_000319	{@st44}Clavier numérique{/}
UI_20150317_000320	{@st42}Limite de temps
UI_20150317_000321	{@st56}Tué{/}
UI_20150317_000322	{@st56}Overkill{/}
UI_20150317_000323	{@st56}Tir{/}
UI_20150317_000324	{@st56}Mort{/}
UI_20150317_000325	Puissance des Sorts
UI_20150317_000326	Défense
UI_20150317_000327	Résistance Magique
UI_20150317_000328	Chance de Coup Critique
UI_20150317_000329	{@st43}Emplacement Vide{/}
UI_20150317_000330	{@st59}Fermer{/}
UI_20150317_000331	Veuillez insérez vos objets
UI_20150317_000332	Potentiel
UI_20150317_000333	Coût d'un emplacement supplémentaire : {#ff9933}%s{/}{nl}Coût d'extraction de gemme : {#ff9933}%s{/}
UI_20150317_000334	{@st41b}Ajouter un Emplacement Vide
UI_20150317_000335	{@st41b}Extraire la Gemme
UI_20150317_000336	{@st41}Fabriquer{/}
UI_20150317_000337	{@st41}%s %s unité(s)
UI_20150317_000338	Carte de la Zone
UI_20150317_000339	Zone Explorée : 95.5%
UI_20150317_000340	{@st45tw}Zone Explorée %s% {/}
UI_20150317_000341	{@st59}Fermer){/}
UI_20150317_000342	{@st41}Carte{/}
UI_20150317_000343	Shift(terminé), Ctrl(à moitié)
UI_20150317_000344	{ol}Titre
UI_20150317_000345	{@st41}Ajouter{/}
UI_20150317_000346	{@st41}Supprimer{/}
UI_20150317_000347	{@st41}Sauvegarder{/}
UI_20150317_000348	{@st41}Auto{/}
UI_20150317_000349	{@st41}Réinitialiser{/}
UI_20150317_000350	{@st59}Mettre la quantité.{/}
UI_20150317_000351	{ol}Groupe
UI_20150317_000352	{ol}Message
UI_20150317_000353	{ol}Son
UI_20150317_000354	{@st41}Créer la Minimap{/}
UI_20150317_000355	{@st55}Carte de Zone
UI_20150317_000356	{@st43}{s22}Marché{/}
UI_20150317_000357	{@st43}{s24}Marché{/}
UI_20150317_000358	{@st42b}Filtrer{/}
UI_20150317_000359	{@st42b}Type{/}
UI_20150317_000360	{@st42b}Req. Nv{/}
UI_20150317_000361	{@st42b}Amélioration Nv{/}
UI_20150317_000362	{@st42b}Nom
UI_20150317_000363	{@st41b}Coffre%s d'Objet
UI_20150317_000364	{@st41b}Vendre
UI_20150317_000365	{@st41b}Rechercher
UI_20150317_000366	{@st59}Fermer{/}
UI_20150317_000367	{@st42b}Trier
UI_20150317_000368	{@st41b}Objets à Vendre
UI_20150317_000369	{@st43}{s22}Coffre d'Objet
UI_20150317_000370	{@st41b}Tout Récupérer
UI_20150317_000371	{@st41b} Récupérer
UI_20150317_000372	{@st43}{s22}Vendre
UI_20150317_000373	{@st42b}Quantité
UI_20150317_000374	{@st42b}Prix
UI_20150317_000375	{@st42b}Cacher le Nom du Vendeur{/}
UI_20150317_000376	{@st41b}Ajouter
UI_20150317_000377	Siege Coin
UI_20150317_000378	Quelqu'un a tué quelqu'un
UI_20150317_000379	{@st43}Mini-jeux{/}
UI_20150317_000380	{@st49}Catapulte de Feu{/}
UI_20150317_000381	{@st44}Contrôle directionnel{/}
UI_20150317_000382	{@st44}Feu{/}
UI_20150317_000383	Mini-jeu
UI_20150317_000384	{s18}{ol}{gr gradation1}Cacher et rechercher un mini-jeu {/}
UI_20150317_000385	{s16}Voulez-vous rejoindre le mini-jeu ?
UI_20150317_000386	{s16}Participants : (0/5)
UI_20150317_000387	{s16}Participants : (%s /%s)
UI_20150317_000388	{s16}Le jeu démarre dans 1 seconde.
UI_20150317_000389	{s16}Le jeu démarre dans %s secondes.
UI_20150317_000390	{@st59}Zoomer{/}
UI_20150317_000391	{@st59}Dézoomer{/}
UI_20150317_000392	{@st59}Carte (M){/}
UI_20150317_000393	{@st42b} Carte de Zone
UI_20150317_000394	{@st44}Synthétiseur d'Objet{/}
UI_20150317_000395	{s16}{#FFcc66}{ol}Veuillez sélectionnez l'objet que vous souhaitez créer{/}{/}
UI_20150317_000396	{s16}{#FFcc66}{ol}Glisser les ingrédients dans l'emplacement
UI_20150317_000397	{@st42}Créer{/}
UI_20150317_000398	{@st42} Annuler {/}
UI_20150317_000399	Information de %s
UI_20150317_000400	Kepa ou ...
UI_20150317_000401	{@st41}{Détails}
UI_20150317_000402	{s20}{#050505}Monster Description Monster Description Monster Description Monster Description
UI_20150317_000403	{@st41} Tué {/}
UI_20150317_000404	{@st41} Overkill {/}
UI_20150317_000405	{@st41} Tué en mode 'normal' {/}
UI_20150317_000406	{@st41} Zone {/}
UI_20150317_000407	{@st41} Objet {/}
UI_20150317_000408	{@st41} Hauts Faits {/}
UI_20150317_000409	Objet
UI_20150317_000410	{@st43}Necronomicon{/}
UI_20150317_000411	{@st59}Fermer{/}
UI_20150317_000412	{@st59}Je suis trop paresseux pour penser.{/}
UI_20150317_000413	Objet d'Invocation : {#ffcc33}%s{/}
UI_20150317_000414	Harpy Mort-Vivante
UI_20150317_000415	Compétence : %s
UI_20150317_000416	Compétence 1, Compétence 2
UI_20150317_000417	Fragments nécessaires : %s
UI_20150317_000418	Bête 60 / Insecte 20/ Mutant 10
UI_20150317_000419	Nombre de fragments
UI_20150317_000420	Parties 1
UI_20150317_000421	Parties 2
UI_20150317_000422	Parties 3
UI_20150317_000423	Félicitation ! Votre niveau a augmenté.
UI_20150317_000424	Alarme d'Objet
UI_20150317_000425	{@st64}Détails{/}
UI_20150317_000426	Comment jouer
UI_20150317_000427	{@st42b}   Déplacez-vous avec chacune des touches{/}
UI_20150317_000428	{@st42b}   Utiliser l'attaque de base{/}
UI_20150317_000429	{@st42b}                 Sauter{/}
UI_20150317_000430	{@st42b}Utiliser 2 touches ensemble pour se {nl}déplacer en diagonale{/}
UI_20150317_000431	Outil de Carte Brouillard
UI_20150317_000432	Outil pour tuer des monstres
UI_20150317_000433	Outil pour créer une minimap
UI_20150317_000434	Outil de Dialogue
UI_20150317_000435	{@st43}Paramètres du GM {/}
UI_20150317_000436	{@st59}Fermer{/}
UI_20150317_000437	{@st59b}Information de Party{nl}{@st59s} - Cliquer sur le bouton "Créer une Party" pour créer la party. {nl} - Clic droit sur les autres joueurs pour envoyer une invitation de party. {nl} - Des changements peuvent être effectués à la party dans l'onglet Paramètres. {nl} - Installer des conditions de recherche pour recruter des membres dans la party depuis la liste de Partys Publiques. {/}
UI_20150317_000438	{@st43}Information de Party{/}
UI_20150317_000439	{@st41b}Membres{/}
UI_20150317_000440	{@st41b}Evènement de Party{/}
UI_20150317_000441	{@st41b}Paramètres{/}
UI_20150317_000442	{@st41}Membres{/}
UI_20150317_000443	{@st41}Conditions pour rejoindre la party
UI_20150317_000444	{@st41b}Publique
UI_20150317_000445	{@st41b}Privée
UI_20150317_000446	Niveau Requis                             ~^
UI_20150317_000447	{@st41}Distribution d'Objet
UI_20150317_000448	{@st41b}Individuel
UI_20150317_000449	{@st41b}Chacun son tour
UI_20150317_000450	{@st41b}Au hasard
UI_20150317_000451	{@st41}Distribution d'EXP
UI_20150317_000452	{@st41b}EXP Individuelle
UI_20150317_000453	{@st41b}EXP Equitable
UI_20150317_000454	{@st41b}EXP Par Niveau
UI_20150317_000455	{@st41}Partage de Quête
UI_20150317_000456	{@st41b}Activer
UI_20150317_000457	{@st41b}Désactiver
UI_20150317_000458	{@st41b}Créer une Partie
UI_20150317_000459	{@st43}Liste de Parties Publiques{/}
UI_20150317_000460	{@st59b}Liste de Parties Publiques{nl}{@st59s} - Recherche des parties que vous pouvez rejoindre. {nl} - Marquer "Utiliser la Recherche" pour utiliser les conditions de recherche et filtrer les parties désirées. {/}
UI_20150317_000461	{@st59}Fermer la Liste de Partie{/}
UI_20150317_000462	Utiliser la Recherche
UI_20150317_000463	Partage de Quête
UI_20150317_000464	Distribution d'EXP
UI_20150317_000465	Distribution d'Objet
UI_20150317_000466	{@st43}Inviter
UI_20150317_000467	{@st41b}Inviter{/}
UI_20150317_000468	{s18}{ol}{gr gradation1}Logout PC rules{/}
UI_20150317_000469	{ol}Conditions for applying rules
UI_20150317_000470	{ol}Action for applying rules
UI_20150317_000471	Enter a name for the rule
UI_20150317_000472	{Gr gradation1}Enregistrement{/}
UI_20150317_000473	Règles d'Enregistrement
UI_20150317_000474	{Gr gradation1}Annuler{/}
UI_20150317_000475	Annuler l'Action
UI_20150317_000476	{@st43}Info Compagnon
UI_20150317_000477	{@st59b} Info Compagnon{nl}{@st59s} - Vous pouvez mettre votre Compagnon en Actif ou en Mode Repos en utilisant le bouton ci-dessous. {nl} - Les attributs et objets équipés du compagnon peuvent être personnalisés. {/}
UI_20150317_000478	{@st59}Fermer{/}
UI_20150317_000479	{@st41b}Nom : {@sti9}%s{/}
UI_20150317_000480	{@sti9}%s{@st41b}Proche : {@sti9}%s {@st41b}Niveau{/}
UI_20150317_000481	{@st41b}EXP{/}
UI_20150317_000482	{@st41b}Endurance{/}
UI_20150317_000483	{@st41b}Proximité{/}
UI_20150317_000484	{@st41b}Attributs et Information
UI_20150317_000485	{@st43}Compagnon{/}
UI_20150317_000486	{@st59b}Compagnon{nl}{@st59s} - Cliquer sur l'objet dans la liste pour voir plus d'informations. {/}
UI_20150317_000487	{@st59}Fermer{/}
UI_20150317_000488	{@st59}Fermer{/}
UI_20150317_000489	{@st59}Aide{nl} - Voir des informations détaillées et des astuces. {nl} - Voir des autres sujets de la Liste d'Aide{/}
UI_20150317_000490	{@st43}Aide{/}
UI_20150317_000491	Sujets d'Aide
UI_20150317_000492	{ol}{#AAAA00}{s16}Temps écoulé : %s
UI_20150317_000493	{@st43}Pot de Poison{/}
UI_20150317_000494	{@st59}Fermer{/}
UI_20150317_000495	{@st59}Besoin d'écrire{/}
